"ticker","date","open_price","high_price","low_price","close_price","volume","price_change","price_change_percent","real_score"
"SBER","2017-11-29","230.13","231.50","226.70","228.20","34326960","-1.80","-0.78","0.8898098561912775"
"SBER","2017-11-30","228.00","228.92","222.35","224.35","46105250","-3.85","-1.69","-0.2417987585067749"
"SBER","2017-12-01","224.53","225.76","220.76","221.50","39944560","-2.85","-1.27","-0.2730388157069683"
"SBER","2017-12-04","222.00","226.00","219.55","224.60","45046220","3.10","1.40","-0.4501735866069793"
"SBER","2017-12-05","224.00","224.55","222.00","223.91","27865110","-0.69","-0.31","-0.3493174016475677"
"SBER","2017-12-06","222.65","224.90","221.57","223.75","23099150","-0.16","-0.07","0.0644068121910095"
"SBER","2017-12-07","223.83","224.79","219.23","219.81","38205450","-3.94","-1.76","0.0591239035129547"
"SBER","2017-12-08","219.90","223.00","219.61","220.89","28307760","1.08","0.49","0.7586861103773117"
"SBER","2017-12-11","221.40","227.69","221.10","227.69","34512300","6.80","3.08","0.807782270014286"
"SBER","2017-12-12","228.92","230.50","226.11","227.90","39576840","0.21","0.09","0.9166524289175868"
"SBER","2017-12-13","227.27","228.33","220.54","221.80","61563290","-6.10","-2.68","0.7762365415692329"
"SBER","2017-12-14","222.16","229.90","221.10","229.90","55591560","8.10","3.65","0.9221262205392122"
"SBER","2017-12-15","228.91","229.79","225.57","226.53","42473440","-3.37","-1.47","0.0820409320294857"
"SBER","2017-12-18","227.50","228.90","225.70","227.40","24514050","0.87","0.38","-0.7650542259216309"
"SBER","2017-12-19","227.90","228.50","223.50","224.10","34973820","-3.30","-1.45","-0.5559436976909637"
"SBER","2017-12-20","224.45","226.68","222.70","226.00","34146960","1.90","0.85","0.3145308326929807"
"SBER","2017-12-21","226.46","227.39","222.35","223.60","34746200","-2.40","-1.06","0.0209012599661946"
"SBER","2017-12-22","223.68","224.64","221.12","221.44","21508710","-2.16","-0.97","0.9328006599098444"
"SBER","2017-12-25","222.22","223.90","221.65","223.30","11153030","1.86","0.84","0.9306840524077415"
"SBER","2017-12-26","223.52","223.98","221.00","223.57","12299330","0.27","0.12","0.8581444509327412"
"SBER","2017-12-27","224.03","227.20","223.10","226.98","30086500","3.41","1.53","0.9178848955780268"
"SBER","2017-12-28","226.90","227.17","223.00","224.20","24042990","-2.78","-1.22","0.932718511670828"
"SBER","2017-12-29","224.05","226.20","223.27","225.20","18911170","1.00","0.45","0.1140154302120208"
"SBER","2018-01-03","226.88","232.70","226.35","231.90","34460110","6.70","2.98","0"
"SBER","2018-01-04","232.13","239.50","231.00","238.80","53575900","6.90","2.98","0"
"SBER","2018-01-05","238.85","239.95","236.70","238.60","31546930","-0.20","-0.08","0"
"SBER","2018-01-09","239.04","243.76","239.01","240.40","53158280","1.80","0.75","0.93499493598938"
"SBER","2018-01-10","240.41","241.25","237.06","237.76","39353510","-2.64","-1.10","0.906284287571907"
"SBER","2018-01-11","237.76","240.88","235.21","239.00","43062100","1.24","0.52","-0.759210579097271"
"SBER","2018-01-12","239.00","239.00","236.05","237.75","30886330","-1.25","-0.52","0.8238910548388958"
"SBER","2018-01-15","239.03","240.97","238.00","238.85","25651360","1.10","0.46","-0.1418129503726959"
"SBER","2018-01-16","239.00","240.00","236.01","239.64","25463890","0.79","0.33","0.9140706434845924"
"SBER","2018-01-17","238.62","239.82","236.53","239.82","30496560","0.18","0.08","-0.8951343912631273"
"SBER","2018-01-18","240.50","246.69","240.00","245.50","64062190","5.68","2.37","0.9287487277761102"
"SBER","2018-01-19","245.16","245.98","240.68","242.45","38974940","-3.05","-1.24","0.9300015550106764"
"SBER","2018-01-22","242.97","244.89","241.41","243.99","25074510","1.54","0.64","0.9329017866402864"
"SBER","2018-01-23","244.78","246.25","241.67","244.40","43952320","0.41","0.17","0.9116494422778488"
"SBER","2018-01-24","244.20","247.53","242.32","247.53","31125880","3.13","1.28","0.8691048491746187"
"SBER","2018-01-25","247.90","251.65","247.58","250.64","54982290","3.11","1.26","0.9254761207848788"
"SBER","2018-01-26","249.60","251.23","245.93","247.00","35182810","-3.64","-1.45","0.1201478540897369"
"SBER","2018-01-29","247.50","250.79","246.00","250.48","49177160","3.48","1.41","0.8992009507492185"
"SBER","2018-01-30","248.53","258.96","247.91","257.80","65465450","7.32","2.92","0.9295830652117728"
"SBER","2018-01-31","257.50","264.79","255.70","264.50","63661880","6.70","2.60","-0.7978068739175797"
"SBER","2018-02-01","265.00","270.30","260.60","263.20","73011770","-1.30","-0.49","0.924645159393549"
"SBER","2018-02-02","263.63","264.83","256.20","257.32","64628360","-5.88","-2.23","-0.4855051189661026"
"SBER","2018-02-05","254.93","258.29","252.60","255.64","45881050","-1.68","-0.65","0.7433761805295944"
"SBER","2018-02-06","249.98","262.55","248.10","258.94","85504830","3.30","1.29","-0.9465078124776484"
"SBER","2018-02-07","263.00","264.37","256.26","257.58","53360650","-1.36","-0.53","-0.3061577156186104"
"SBER","2018-02-08","256.40","259.76","253.19","253.19","37153970","-4.39","-1.70","-0.5005681961774826"
"SBER","2018-02-09","249.48","252.89","244.13","250.11","81609160","-3.08","-1.22","-0.368239164352417"
"SBER","2018-02-12","253.00","256.36","251.67","255.05","41723850","4.94","1.98","0.9286498706787824"
"SBER","2018-02-13","255.87","258.62","254.70","258.30","43682560","3.25","1.27","0.9315025731921196"
"SBER","2018-02-14","259.08","263.37","257.26","262.03","60335860","3.73","1.44","0.9201646950095892"
"SBER","2018-02-15","267.53","268.77","264.00","264.58","60628960","2.55","0.97","-0.574490949511528"
"SBER","2018-02-16","265.81","267.97","263.11","266.99","51896060","2.41","0.91","0.914657210931182"
"SBER","2018-02-19","267.00","270.00","265.30","266.85","24145990","-0.14","-0.05","0.9016864281147718"
"SBER","2018-02-20","266.86","267.80","264.72","267.22","24741410","0.37","0.14","-0.6950394809246063"
"SBER","2018-02-21","266.06","279.20","266.05","279.20","70353730","11.98","4.48","-0.2961617410182953"
"SBER","2018-02-22","277.96","279.50","275.52","277.49","50614960","-1.71","-0.61","0.909299997612834"
"SBER","2018-02-26","279.00","285.00","278.59","279.97","67356050","2.48","0.89","0.924925671890378"
"SBER","2018-02-27","280.82","280.99","276.61","278.21","39968470","-1.76","-0.63","0.932262135669589"
"SBER","2018-02-28","276.02","277.41","272.00","272.40","52919980","-5.81","-2.09","-0.9235043805092572"
"SBER","2018-03-01","270.98","277.00","270.90","275.00","38940750","2.60","0.95","-0.8915145955979824"
"SBER","2018-03-02","274.40","275.50","268.56","273.00","46008780","-2.00","-0.73","-0.1735311560332775"
"SBER","2018-03-05","273.70","278.84","273.50","277.00","34090490","4.00","1.47","0.916047640144825"
"SBER","2018-03-06","278.50","281.50","274.03","274.03","40549160","-2.97","-1.07","0.9213493764400482"
"SBER","2018-03-07","272.99","276.72","270.15","274.00","49951810","-0.03","-0.01","0.62554931640625"
"SBER","2018-03-09","274.57","275.48","270.61","274.60","26306900","0.60","0.22","0"
"SBER","2018-03-12","276.05","277.30","273.55","274.30","23683510","-0.30","-0.11","0.9322125967592"
"SBER","2018-03-13","274.00","275.93","272.66","273.95","34624050","-0.35","-0.13","0.4818651974201202"
"SBER","2018-03-14","272.92","273.40","262.11","262.50","61740760","-11.45","-4.18","0.728690966963768"
"SBER","2018-03-15","263.01","264.61","253.29","254.51","77948620","-7.99","-3.04","0.8214093744754791"
"SBER","2018-03-16","255.28","257.98","249.76","256.15","91829180","1.64","0.64","0.8498510830104351"
"SBER","2018-03-19","257.80","259.81","250.01","255.00","42444330","-1.15","-0.45","0.9205786529928446"
"SBER","2018-03-20","255.95","257.34","250.40","257.15","62915590","2.15","0.84","0.9222655221819878"
"SBER","2018-03-21","258.00","270.00","257.23","268.88","69873420","11.73","4.56","0.8078421168029308"
"SBER","2018-03-22","269.97","271.80","264.10","265.50","55515720","-3.38","-1.26","0.92831988632679"
"SBER","2018-03-23","259.03","264.25","259.03","262.00","45451970","-3.50","-1.32","0.7726588025689125"
"SBER","2018-03-26","262.02","264.87","255.00","255.00","56781030","-7.00","-2.67","0.8760661445558071"
"SBER","2018-03-27","256.99","258.43","252.27","258.00","45103320","3.00","1.18","0.5154724270105362"
"SBER","2018-03-28","255.50","256.12","250.75","251.50","43708220","-6.50","-2.52","0.8803742714226246"
"SBER","2018-03-29","252.14","255.60","252.14","252.90","33595950","1.40","0.56","-0.0468564927577972"
"SBER","2018-03-30","254.02","254.49","252.80","253.57","10854540","0.67","0.26","0.9315218478441238"
"SBER","2018-04-02","253.60","258.34","249.99","249.99","35423370","-3.58","-1.41","0.8806861750781536"
"SBER","2018-04-03","250.01","251.93","245.38","251.60","63712830","1.61","0.64","-0.8455346152186394"
"SBER","2018-04-04","252.22","255.77","249.09","255.69","51988700","4.09","1.63","0.9348125355318188"
"SBER","2018-04-05","257.26","262.89","255.92","262.00","52541810","6.31","2.47","0.9299120847135782"
"SBER","2018-04-06","260.64","262.32","256.01","256.76","40147790","-5.24","-2.00","-0.9180570170283318"
"SBER","2018-04-09","255.10","255.30","205.00","213.00","249893540","-43.76","-17.04","-0.6997318863868713"
"SBER","2018-04-10","211.24","224.47","197.00","215.48","242110550","2.48","1.16","-0.9598002415150404"
"SBER","2018-04-11","213.98","223.60","204.24","208.00","185548360","-7.48","-3.47","-0.95502807199955"
"SBER","2018-04-12","214.59","218.39","208.50","212.21","126646690","4.21","2.02","0.9243601486086844"
"SBER","2018-04-13","213.36","216.70","203.14","204.70","106807820","-7.51","-3.54","0.9239140395075084"
"SBER","2018-04-16","199.35","208.00","191.50","192.06","199130330","-12.64","-6.17","-0.9295569993555546"
"SBER","2018-04-17","203.03","207.87","200.00","207.50","168916840","15.44","8.04","0.9249611478298904"
"SBER","2018-04-18","209.02","219.93","208.25","215.87","173838350","8.37","4.03","0.891924787312746"
"SBER","2018-04-19","217.34","222.22","212.00","213.45","133397880","-2.42","-1.12","0.9296022672206165"
"SBER","2018-04-20","214.02","216.27","212.13","215.36","57747950","1.91","0.89","0.9285956285893916"
"SBER","2018-04-23","216.48","223.50","213.22","223.25","116819360","7.89","3.66","0.9191143345087768"
"SBER","2018-04-24","225.92","228.43","221.30","223.00","83740550","-0.25","-0.11","-0.3946421593427658"
"SBER","2018-04-25","220.13","223.78","218.20","220.45","69521980","-2.55","-1.14","-0.923449421301484"
"SBER","2018-04-26","221.57","222.59","216.00","220.70","73144200","0.25","0.11","-0.8180775120854378"
"SBER","2018-04-27","221.37","224.43","217.62","223.91","81902940","3.21","1.45","0.9136350750923156"
"SBER","2018-04-28","224.40","224.99","222.40","224.80","10305690","0.89","0.40","0.9301958121359348"
"SBER","2018-04-30","224.50","228.20","221.58","226.99","39339460","2.19","0.97","0"
"SBER","2018-05-02","224.50","230.00","224.02","229.02","39843120","2.03","0.89","0.891066662967205"
"SBER","2018-05-03","228.42","232.74","227.50","228.03","79557540","-0.99","-0.43","0.8950912691652775"
"SBER","2018-05-04","229.59","230.94","225.70","228.55","48071660","0.52","0.23","0.7346308641135693"
"SBER","2018-05-07","230.20","232.18","229.06","229.86","37180430","1.31","0.57","0.9227415211498736"
"SBER","2018-05-08","227.77","228.48","224.50","226.70","55830890","-3.16","-1.37","-0.3484706580638885"
"SBER","2018-05-10","228.50","234.14","228.37","233.70","72107560","7.00","3.09","0.8844669908285141"
"SBER","2018-05-11","234.30","237.95","233.74","235.72","55032410","2.02","0.86","-0.7638441100716591"
"SBER","2018-05-14","236.22","237.80","234.03","237.80","34741670","2.08","0.88","0.91895049251616"
"SBER","2018-05-15","237.50","237.50","230.40","231.39","52925240","-6.41","-2.70","0.6116687133908272"
"SBER","2018-05-16","230.88","232.00","226.70","229.80","70111320","-1.59","-0.69","0.8426999449729919"
"SBER","2018-05-17","230.02","231.25","226.05","226.05","43411210","-3.75","-1.63","-0.44842329621315"
"SBER","2018-05-18","225.71","228.16","222.20","222.20","60256410","-3.85","-1.70","-0.9111941568553448"
"SBER","2018-05-21","223.55","226.80","223.55","226.21","38947410","4.01","1.80","-0.9029997661709784"
"SBER","2018-05-22","227.27","227.27","222.95","225.60","43217100","-0.61","-0.27","0.8460074812173843"
"SBER","2018-05-23","223.12","224.07","221.00","221.00","48689890","-4.60","-2.04","0.815405547618866"
"SBER","2018-05-24","221.92","223.70","221.12","222.01","37182550","1.01","0.46","0.8123047985136509"
"SBER","2018-05-25","222.52","223.48","219.00","220.00","50121930","-2.01","-0.91","0.8797374255955219"
"SBER","2018-05-28","219.47","221.50","219.20","220.90","23163930","0.90","0.41","-0.3367821276187897"
"SBER","2018-05-29","220.65","222.13","217.10","219.00","35915960","-1.90","-0.86","0.8932020235806704"
"SBER","2018-05-30","219.30","221.55","217.88","221.01","48577040","2.01","0.92","0.2656334042549133"
"SBER","2018-05-31","221.98","224.35","220.00","222.36","67355330","1.35","0.61","0.9124963097274305"
"SBER","2018-06-01","221.50","222.77","220.00","220.00","35486150","-2.36","-1.06","0.9022640641778708"
"SBER","2018-06-04","221.14","222.67","218.57","220.00","32190880","0.00","0.00","0.873059393838048"
"SBER","2018-06-05","220.00","220.79","214.51","215.56","51356070","-4.44","-2.02","0.4879388883709907"
"SBER","2018-06-06","216.01","218.19","214.65","217.90","35757900","2.34","1.09","0.8985037803649902"
"SBER","2018-06-07","218.94","219.45","216.41","216.41","32382500","-1.49","-0.68","0.3736794143915176"
"SBER","2018-06-08","215.99","217.00","210.25","210.95","67550410","-5.46","-2.52","-0.8743462599813938"
"SBER","2018-06-09","211.52","213.27","211.50","212.60","6450540","1.65","0.78","-0.849072989076376"
"SBER","2018-06-11","212.58","213.61","208.33","210.35","28258150","-2.25","-1.06","0"
"SBER","2018-06-13","211.25","216.13","209.63","215.00","48493030","4.65","2.21","-0.0601426064968109"
"SBER","2018-06-14","214.80","217.49","213.60","214.00","42714160","-1.00","-0.47","0.8622815255075693"
"SBER","2018-06-15","213.90","215.00","207.90","209.36","86197300","-4.64","-2.17","0.6277229264378548"
"SBER","2018-06-18","209.00","211.20","205.01","206.30","54250200","-3.06","-1.46","0.7564806919544935"
"SBER","2018-06-19","204.00","206.77","202.11","206.00","51282280","-0.30","-0.15","-0.505499392747879"
"SBER","2018-06-20","207.02","212.37","207.02","212.20","60940670","6.20","3.01","-0.8099991828203201"
"SBER","2018-06-21","212.20","214.16","208.62","210.40","65015400","-1.80","-0.85","0.3829529583454132"
"SBER","2018-06-22","211.63","215.00","209.62","214.43","67423210","4.03","1.92","0.6849997155368328"
"SBER","2018-06-25","204.50","206.94","202.51","202.51","56116320","-11.92","-5.56","0.8531442657113075"
"SBER","2018-06-26","203.51","205.00","199.60","199.91","54707960","-2.60","-1.28","0.9104878082871436"
"SBER","2018-06-27","201.85","209.33","198.55","207.95","80687300","8.04","4.02","-0.6216133311390877"
"SBER","2018-06-28","207.81","210.63","207.01","208.50","46830280","0.55","0.26","0.8098585270345211"
"SBER","2018-06-29","210.12","218.30","210.09","218.00","76660960","9.50","4.56","-0.4447956085205078"
"SBER","2018-07-02","217.01","222.83","216.00","221.01","55104090","3.01","1.38","0.8981311153620481"
"SBER","2018-07-03","221.20","222.45","217.10","218.45","38357870","-2.56","-1.16","0.9003913924098015"
"SBER","2018-07-04","218.30","219.56","216.61","217.70","20256320","-0.75","-0.34","-0.936507599428296"
"SBER","2018-07-05","217.48","224.54","216.85","224.54","53715930","6.84","3.14","-0.8971204999834299"
"SBER","2018-07-06","225.02","227.59","221.61","226.71","55137560","2.17","0.97","0.9081257674843072"
"SBER","2018-07-09","228.50","231.24","228.20","230.00","49493270","3.29","1.45","0.6099430620670319"
"SBER","2018-07-10","230.95","232.25","228.00","230.30","43190130","0.30","0.13","0.8609923925250769"
"SBER","2018-07-11","229.20","229.20","224.80","227.57","57983440","-2.73","-1.19","0.767696987837553"
"SBER","2018-07-12","226.76","228.45","225.10","226.60","40332870","-0.97","-0.43","-0.9582995483651756"
"SBER","2018-07-13","227.30","230.86","227.22","229.85","39581560","3.25","1.43","-0.840482734143734"
"SBER","2018-07-16","230.10","231.00","226.42","227.99","35476130","-1.86","-0.81","0.8915835376828909"
"SBER","2018-07-17","226.91","227.00","220.52","222.50","62529500","-5.49","-2.41","-0.6247863546013832"
"SBER","2018-07-18","222.00","224.00","215.64","216.28","61074310","-6.22","-2.80","0.7744572535157204"
"SBER","2018-07-19","216.80","217.11","206.56","207.50","93226350","-8.78","-4.06","-0.90860703215003"
"SBER","2018-07-20","207.80","210.95","201.10","204.34","126624340","-3.16","-1.52","-0.8866048082709312"
"SBER","2018-07-23","205.42","210.40","205.25","208.42","55220910","4.08","2.00","0.4539647102355957"
"SBER","2018-07-24","208.92","215.45","208.92","215.45","54048140","7.03","3.37","0.5989725217223167"
"SBER","2018-07-25","210.99","215.45","208.34","213.70","76238900","-1.75","-0.81","0.9203637931495904"
"SBER","2018-07-26","215.70","216.51","209.11","210.00","59569060","-3.70","-1.73","0.7628318518400192"
"SBER","2018-07-27","210.00","211.22","205.58","208.90","58570630","-1.10","-0.52","0.2591208815574646"
"SBER","2018-07-30","207.77","212.49","206.56","211.33","48306180","2.43","1.16","0.9007115252315998"
"SBER","2018-07-31","211.02","214.94","210.24","214.86","45243210","3.53","1.67","0.6562151946127415"
"SBER","2018-08-01","213.61","215.20","210.57","210.60","37524870","-4.26","-1.98","0.8773867730051279"
"SBER","2018-08-02","209.00","211.72","205.13","206.60","57931080","-4.00","-1.90","0.5365574210882187"
"SBER","2018-08-03","206.49","206.55","202.00","202.21","74011290","-4.39","-2.12","-0.764624111354351"
"SBER","2018-08-06","201.80","205.20","199.57","203.90","52568260","1.69","0.84","-0.8940414190292358"
"SBER","2018-08-07","205.19","207.95","201.55","201.79","60405360","-2.11","-1.03","0.8500980287790298"
"SBER","2018-08-08","201.53","202.45","191.51","193.20","142013410","-8.59","-4.26","-0.1502198278903961"
"SBER","2018-08-09","189.99","195.90","182.06","195.90","160034960","2.70","1.40","-0.7159951776266098"
"SBER","2018-08-10","193.98","196.85","183.01","186.15","113458060","-9.75","-4.98","0"
"SBER","2018-08-13","182.16","193.39","180.15","190.00","106247260","3.85","2.07","0"
"SBER","2018-08-14","192.98","195.98","188.20","192.76","82639580","2.76","1.45","0"
"SBER","2018-08-15","192.35","194.00","186.53","187.98","77677680","-4.78","-2.48","0.8415097407996655"
"SBER","2018-08-16","189.01","192.28","188.22","191.60","54658510","3.62","1.93","-0.5811472088098526"
"SBER","2018-08-17","191.81","192.43","188.59","189.55","45174790","-2.05","-1.07","0.898546664044261"
"SBER","2018-08-20","190.98","193.99","190.64","191.20","49215120","1.65","0.87","0.7423132210969925"
"SBER","2018-08-21","192.01","192.34","189.55","191.80","40308740","0.60","0.31","0"
"SBER","2018-08-22","192.43","193.69","187.56","187.80","66350360","-4.00","-2.09","0.8055335432291031"
"SBER","2018-08-23","188.40","189.06","178.55","178.71","147543270","-9.09","-4.84","0.8649770431220531"
"SBER","2018-08-24","178.00","180.39","172.80","180.39","132957000","1.68","0.94","-0.8685265518724918"
"SBER","2018-08-27","181.48","183.83","180.52","183.27","51580770","2.88","1.60","0.3082889653742313"
"SBER","2018-08-28","183.44","184.64","181.22","182.00","49544520","-1.27","-0.69","0.8311797240749002"
"SBER","2018-08-29","182.60","183.85","181.31","183.50","39202670","1.50","0.82","-0.9405031688511372"
"SBER","2018-08-30","184.61","185.57","177.25","178.00","66083800","-5.50","-3.00","0.9311180338263512"
"SBER","2018-08-31","177.60","182.00","175.61","182.00","63727210","4.00","2.25","-0.9525294974446296"
"SBER","2018-09-03","181.72","182.87","180.15","181.21","31215900","-0.79","-0.43","0.7436734549701214"
"SBER","2018-09-04","182.00","182.49","177.71","179.50","56682000","-1.71","-0.94","-0.9357119267806412"
"SBER","2018-09-05","178.50","181.25","178.28","178.46","44378140","-1.04","-0.58","-0.9595367703586816"
"SBER","2018-09-06","177.98","180.18","175.00","175.00","49093170","-3.46","-1.94","-0.9614652562886477"
"SBER","2018-09-07","175.47","177.45","173.85","174.90","68384820","-0.10","-0.06","-0.95313080213964"
"SBER","2018-09-10","175.05","175.97","169.85","171.21","77583280","-3.69","-2.11","-0.5086004436016083"
"SBER","2018-09-11","171.24","172.67","165.90","169.36","93215820","-1.85","-1.08","-0.9592206506058574"
"SBER","2018-09-12","170.23","175.19","169.40","173.90","93403230","4.54","2.68","-0.797021172940731"
"SBER","2018-09-13","174.50","189.04","174.50","183.50","194705800","9.60","5.52","-0.8403593115508556"
"SBER","2018-09-14","185.00","189.00","182.53","188.71","127770380","5.21","2.84","0.9269226836040616"
"SBER","2018-09-17","190.00","192.07","186.60","188.11","66793190","-0.60","-0.32","0.598081111907959"
"SBER","2018-09-18","188.30","192.69","186.51","191.65","83573220","3.54","1.88","-0.9574060775339605"
"SBER","2018-09-19","192.34","193.97","191.47","193.90","60947040","2.25","1.17","0.1064839661121368"
"SBER","2018-09-20","194.31","197.73","191.16","191.16","132774700","-2.74","-1.41","0.9061121009290218"
"SBER","2018-09-21","191.19","194.68","188.83","193.44","108957030","2.28","1.19","-0.9508165568113328"
"SBER","2018-09-24","194.50","199.06","194.29","198.75","75925070","5.31","2.75","-0.6201324537396431"
"SBER","2018-09-25","199.70","201.00","195.06","195.55","89873560","-3.20","-1.61","0.8500278554856777"
"SBER","2018-09-26","195.54","197.40","193.59","195.79","61921270","0.24","0.12","-0.9422514252364635"
"SBER","2018-09-27","195.00","204.10","194.56","204.10","101237930","8.31","4.24","-0.3865919262170791"
"SBER","2018-09-28","204.93","205.67","200.10","203.32","101713950","-0.78","-0.38","0.6834435313940048"
"SBER","2018-10-01","204.50","205.25","201.71","204.20","54910300","0.88","0.43","-0.9574285401031376"
"SBER","2018-10-02","205.17","205.98","198.62","199.50","78785280","-4.70","-2.30","-0.7342545315623283"
"SBER","2018-10-03","200.00","202.47","196.85","198.30","76596520","-1.20","-0.60","-0.9513239562511444"
"SBER","2018-10-04","197.91","198.19","189.25","189.35","87366140","-8.95","-4.51","-0.9469256941229104"
"SBER","2018-10-05","188.98","191.59","185.05","187.20","103113200","-2.15","-1.14","-0.9511367157101632"
"SBER","2018-10-08","187.05","193.60","182.51","191.85","82473320","4.65","2.48","0.5400889813899994"
"SBER","2018-10-09","193.50","196.04","188.70","191.25","85996750","-0.60","-0.31","-0.0225442945957183"
"SBER","2018-10-10","192.00","195.12","188.81","189.89","67252690","-1.36","-0.71","-0.7544880509376526"
"SBER","2018-10-11","184.84","187.83","182.30","185.27","124815860","-4.62","-2.43","-0.9614580273628236"
"SBER","2018-10-12","187.80","192.16","187.61","191.85","62953360","6.58","3.55","-0.9457068014889956"
"SBER","2018-10-15","192.50","193.89","189.45","190.92","54179560","-0.93","-0.48","0.7805090397596359"
"SBER","2018-10-16","190.02","196.20","189.00","196.05","63932100","5.13","2.69","-0.960670351050794"
"SBER","2018-10-17","198.40","198.80","192.92","194.05","78536820","-2.00","-1.02","-0.2648261487483978"
"SBER","2018-10-18","193.48","194.20","190.80","191.00","49316170","-3.05","-1.57","-0.8772669434547424"
"SBER","2018-10-19","191.20","191.70","183.80","183.80","96812630","-7.20","-3.77","-0.9519888665527104"
"SBER","2018-10-22","184.84","187.72","180.03","180.70","92794800","-3.10","-1.69","-0.9645691933110356"
"SBER","2018-10-23","178.89","182.50","177.02","181.00","77734500","0.30","0.17","0.2955122292041778"
"SBER","2018-10-24","182.51","189.25","180.50","188.01","106766580","7.01","3.87","0.5142063200473785"
"SBER","2018-10-25","185.66","188.75","184.03","186.71","79879160","-1.30","-0.69","-0.7985789924860001"
"SBER","2018-10-26","185.77","185.85","178.27","181.00","92743040","-5.71","-3.06","-0.9010870680212976"
"SBER","2018-10-29","180.60","186.30","178.64","185.59","61308190","4.59","2.54","-0.7125581502914429"
"SBER","2018-10-30","183.90","186.82","181.74","184.78","60947920","-0.81","-0.44","-0.785979263484478"
"SBER","2018-10-31","186.17","189.80","184.83","189.80","66807090","5.02","2.72","0.2597132101655006"
"SBER","2018-11-01","189.54","191.36","186.70","188.67","77488300","-1.13","-0.60","0.9242349490523338"
"SBER","2018-11-02","189.97","192.98","188.57","192.60","69101360","3.93","2.08","-0.5702956020832062"
"SBER","2018-11-06","194.51","197.85","193.73","197.80","65475770","5.20","2.70","0.8964196890592575"
"SBER","2018-11-07","197.41","203.00","195.40","201.90","98584000","4.10","2.07","-0.0398761332035064"
"SBER","2018-11-08","201.98","204.70","200.10","202.89","94674040","0.99","0.49","0.9039218844845892"
"SBER","2018-11-09","200.38","201.96","194.33","195.75","95906430","-7.14","-3.52","-0.2783513367176056"
"SBER","2018-11-12","197.97","201.85","196.40","196.82","82176760","1.07","0.55","0.612130107358098"
"SBER","2018-11-13","195.50","199.70","193.68","196.56","78488310","-0.26","-0.13","-0.7156064882874489"
"SBER","2018-11-14","195.21","199.56","193.18","199.20","82924950","2.64","1.34","-0.9573061661794782"
"SBER","2018-11-15","200.02","202.50","199.50","200.15","62195840","0.95","0.48","0.7495292834937572"
"SBER","2018-11-16","201.12","203.50","198.71","199.26","66333750","-0.89","-0.44","0.9063803236931562"
"SBER","2018-11-19","198.95","200.70","197.50","197.99","50476830","-1.27","-0.64","-0.7005542367696762"
"SBER","2018-11-20","197.25","197.80","191.81","194.21","66342610","-3.78","-1.91","0.6077679544687271"
"SBER","2018-11-21","194.07","198.40","193.38","197.50","58394580","3.29","1.69","-0.9434305056929588"
"SBER","2018-11-22","197.95","200.01","195.92","199.40","49689840","1.90","0.96","0"
"SBER","2018-11-23","198.58","198.77","194.86","197.30","50857500","-2.10","-1.05","0.8645385168492794"
"SBER","2018-11-26","197.50","197.79","185.53","188.50","117217680","-8.80","-4.46","0.8953139111399651"
"SBER","2018-11-27","189.92","192.45","188.11","191.03","87678410","2.53","1.34","0.591185450553894"
"SBER","2018-11-28","191.61","193.27","189.45","190.20","60212610","-0.83","-0.43","-0.6120942831039429"
"SBER","2018-11-29","191.85","196.37","191.10","195.76","83062140","5.56","2.92","-0.92273411154747"
"SBER","2018-11-30","194.05","194.25","191.22","194.00","67218160","-1.76","-0.90","-0.4842254817485809"
"SBER","2018-12-03","197.99","201.90","197.58","200.30","81371000","6.30","3.25","0.4204579144716263"
"SBER","2018-12-04","200.30","200.70","196.93","199.00","57830610","-1.30","-0.65","0.8760674819350243"
"SBER","2018-12-05","195.69","196.80","194.05","196.00","49420360","-3.00","-1.51","-0.9477544724941254"
"SBER","2018-12-06","194.00","194.23","190.11","192.19","64405800","-3.81","-1.94","-0.9488106779754162"
"SBER","2018-12-07","193.51","196.35","192.20","195.01","63935050","2.82","1.47","0.8956305524334311"
"SBER","2018-12-10","192.72","193.92","190.39","191.80","61557850","-3.21","-1.65","0.7074635475873947"
"SBER","2018-12-11","192.18","193.80","190.20","192.57","54785390","0.77","0.40","-0.950003320351243"
"SBER","2018-12-12","193.30","193.90","190.45","190.45","50917260","-2.12","-1.10","0.7092108204960823"
"SBER","2018-12-13","190.23","191.55","188.56","189.17","43425460","-1.28","-0.67","-0.9338799938559532"
"SBER","2018-12-14","188.85","189.10","183.73","184.93","73219440","-4.24","-2.24","-0.9351680353283882"
"SBER","2018-12-17","184.65","186.96","182.11","182.30","59793100","-2.63","-1.42","-0.9602586766704916"
"SBER","2018-12-18","180.66","186.60","180.37","186.60","79653690","4.30","2.36","-0.9532456016167998"
"SBER","2018-12-19","185.45","188.85","184.35","188.85","61556660","2.25","1.21","-0.5022003948688507"
"SBER","2018-12-20","185.95","191.82","185.31","189.30","87727280","0.45","0.24","-0.7466647699475288"
"SBER","2018-12-21","188.74","190.05","185.70","186.79","60615750","-2.51","-1.33","-0.6581693738698959"
"SBER","2018-12-24","186.10","187.26","183.51","184.30","32561380","-2.49","-1.33","-0.951640846207738"
"SBER","2018-12-25","182.41","183.47","179.04","183.30","34631200","-1.00","-0.54","-0.9380436297506094"
